0,1,table_caption,category
Working from Home,5.77%,Main Means of Transportation to Work or School,traffic
Walking,12.18%,Main Means of Transportation to Work or School,traffic
Car,25.64%,Main Means of Transportation to Work or School,traffic
Bicycle,5.13%,Main Means of Transportation to Work or School,traffic
Motorcycle,1.28%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,21.15%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,0.00%,Main Means of Transportation to Work or School,traffic
Train/Metro,28.85%,Main Means of Transportation to Work or School,traffic
