0,1,table_caption,category
Distance,12.74 km,Average when primarily using Bus/Trolleybus,traffic
Walking,5.42 min,Average when primarily using Bus/Trolleybus,traffic
Waiting,7.70 min,Average when primarily using Bus/Trolleybus,traffic
Bus/Trolleybus Ride,35.58 min,Average when primarily using Bus/Trolleybus,traffic
Train/Metro Ride,4.70 min,Average when primarily using Bus/Trolleybus,traffic
Overall,54.61 min,Average when primarily using Bus/Trolleybus,traffic
