0,1,table_caption,category
Distance,4.62 km,Average when primarily using Tram/Streetcar,traffic
Walking,5.25 min,Average when primarily using Tram/Streetcar,traffic
Waiting,6.00 min,Average when primarily using Tram/Streetcar,traffic
Tram/Streetcat Ride,17.00 min,Average when primarily using Tram/Streetcar,traffic
Overall,28.25 min,Average when primarily using Tram/Streetcar,traffic
