Category,Value,table_caption,category
Price to Income Ratio:,17.00,Property Investment Indices,property_investment
Mortgage as Percentage of Income:,141.29%,Property Investment Indices,property_investment
Loan Affordability Index:,0.71,Property Investment Indices,property_investment
Price to Rent Ratio - City Centre:,23.89,Property Investment Indices,property_investment
Price to Rent Ratio - Outside of Centre:,23.06,Property Investment Indices,property_investment
Gross Rental Yield (City Centre):,4.19%,Property Investment Indices,property_investment
Gross Rental Yield (Outside of Centre):,4.34%,Property Investment Indices,property_investment
