section,sub_section,Value,price_min,price_max,table_caption,category
Rent Per Month,Apartment (1 bedroom) in City Centre,"4,094.65 $","3,000.00","5,500.00",Property Investment Details Table 1,property_investment
Rent Per Month,Apartment (1 bedroom) Outside of Centre,"2,534.22 $","1,975.00","4,000.00",Property Investment Details Table 1,property_investment
Rent Per Month,Apartment (3 bedrooms) in City Centre,"8,221.43 $","6,000.00","12,000.00",Property Investment Details Table 1,property_investment
Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"5,226.67 $","3,500.00","7,500.00",Property Investment Details Table 1,property_investment
Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"17,355.22 $","7,000.00","26,909.78",Property Investment Details Table 1,property_investment
Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"12,176.10 $","5,683.00","20,000.00",Property Investment Details Table 1,property_investment
Salaries And Financing,Average Monthly Net Salary (After Tax),"5,145.25 $",,,Property Investment Details Table 1,property_investment
Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.44,6.00,7.00,Property Investment Details Table 1,property_investment
