0,1,table_caption,category
Distance,17.14 km,Average when primarily using Car,traffic
Walking,0.87 min,Average when primarily using Car,traffic
Driving Car,37.61 min,Average when primarily using Car,traffic
Motorcycle,0.23 min,Average when primarily using Car,traffic
Overall,38.70 min,Average when primarily using Car,traffic
