0,1,table_caption,category
Distance,14.61 km,Average when primarily using Train/Metro,traffic
Walking,8.48 min,Average when primarily using Train/Metro,traffic
Waiting,7.46 min,Average when primarily using Train/Metro,traffic
Bus/Trolleybus Ride,4.28 min,Average when primarily using Train/Metro,traffic
Tram/Streetcat Ride,0.26 min,Average when primarily using Train/Metro,traffic
Train/Metro Ride,25.48 min,Average when primarily using Train/Metro,traffic
Overall,47.26 min,Average when primarily using Train/Metro,traffic
