0,1,table_caption,category
Distance,3.70 km,Average when primarily using Walking,traffic
Walking,18.00 min,Average when primarily using Walking,traffic
Waiting,2.00 min,Average when primarily using Walking,traffic
Bicycle,4.80 min,Average when primarily using Walking,traffic
Tram/Streetcat Ride,0.80 min,Average when primarily using Walking,traffic
Train/Metro Ride,2.00 min,Average when primarily using Walking,traffic
Overall,30.60 min,Average when primarily using Walking,traffic
