Category,Value,table_caption,category
Price to Income Ratio:,9.33,Property Investment Indices,property_investment
Mortgage as Percentage of Income:,67.73%,Property Investment Indices,property_investment
Loan Affordability Index:,1.48,Property Investment Indices,property_investment
Price to Rent Ratio - City Centre:,31.08,Property Investment Indices,property_investment
Price to Rent Ratio - Outside of Centre:,28.35,Property Investment Indices,property_investment
Gross Rental Yield (City Centre):,3.22%,Property Investment Indices,property_investment
Gross Rental Yield (Outside of Centre):,3.53%,Property Investment Indices,property_investment
