0,1,table_caption,category
Working from Home,5.26%,Main Means of Transportation to Work or School,traffic
Walking,21.80%,Main Means of Transportation to Work or School,traffic
Car,27.82%,Main Means of Transportation to Work or School,traffic
Bicycle,6.77%,Main Means of Transportation to Work or School,traffic
Motorcycle,0.00%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,33.83%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,3.01%,Main Means of Transportation to Work or School,traffic
Train/Metro,1.50%,Main Means of Transportation to Work or School,traffic
