0,1,table_caption,category
Working from Home,0.00%,Main Means of Transportation to Work or School,traffic
Walking,16.80%,Main Means of Transportation to Work or School,traffic
Car,20.00%,Main Means of Transportation to Work or School,traffic
Bicycle,28.00%,Main Means of Transportation to Work or School,traffic
Motorcycle,0.80%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,19.20%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,3.20%,Main Means of Transportation to Work or School,traffic
Train/Metro,12.00%,Main Means of Transportation to Work or School,traffic
