0,1,table_caption,category
Working from Home,4.10%,Main Means of Transportation to Work or School,traffic
Walking,2.56%,Main Means of Transportation to Work or School,traffic
Car,87.18%,Main Means of Transportation to Work or School,traffic
Bicycle,1.54%,Main Means of Transportation to Work or School,traffic
Motorcycle,1.54%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,2.05%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,0.00%,Main Means of Transportation to Work or School,traffic
Train/Metro,1.03%,Main Means of Transportation to Work or School,traffic
