0,1,table_caption,category
Distance,4.75 km,Average when primarily using Bus/Trolleybus,traffic
Walking,8.50 min,Average when primarily using Bus/Trolleybus,traffic
Waiting,5.50 min,Average when primarily using Bus/Trolleybus,traffic
Bus/Trolleybus Ride,19.50 min,Average when primarily using Bus/Trolleybus,traffic
Overall,33.50 min,Average when primarily using Bus/Trolleybus,traffic
