0,1,table_caption,category
Distance,3.27 km,Average when primarily using Walking,traffic
Walking,23.83 min,Average when primarily using Walking,traffic
Waiting,0.83 min,Average when primarily using Walking,traffic
Train/Metro Ride,1.67 min,Average when primarily using Walking,traffic
Overall,26.33 min,Average when primarily using Walking,traffic
