0,1,table_caption,category
Distance,21.49 km,Average when primarily using Car,traffic
Walking,0.03 min,Average when primarily using Car,traffic
Driving Car,23.23 min,Average when primarily using Car,traffic
Overall,23.27 min,Average when primarily using Car,traffic
