0,1,table_caption,category
Distance,13.77 km,Average when primarily using Car,traffic
Walking,1.30 min,Average when primarily using Car,traffic
Driving Car,24.60 min,Average when primarily using Car,traffic
Overall,25.90 min,Average when primarily using Car,traffic
