0,1,table_caption,category
Distance,3.38 km,Average when primarily using Bus/Trolleybus,traffic
Walking,2.00 min,Average when primarily using Bus/Trolleybus,traffic
Waiting,3.00 min,Average when primarily using Bus/Trolleybus,traffic
Bus/Trolleybus Ride,22.00 min,Average when primarily using Bus/Trolleybus,traffic
Overall,27.00 min,Average when primarily using Bus/Trolleybus,traffic
