0,1,table_caption,category
Distance,3.37 km,Average when primarily using Bicycle,traffic
Walking,0.33 min,Average when primarily using Bicycle,traffic
Bicycle,8.22 min,Average when primarily using Bicycle,traffic
Overall,8.56 min,Average when primarily using Bicycle,traffic
