0,1,table_caption,category
Distance,7.21 km,Average when primarily using Bus/Trolleybus,traffic
Walking,5.71 min,Average when primarily using Bus/Trolleybus,traffic
Waiting,4.42 min,Average when primarily using Bus/Trolleybus,traffic
Bus/Trolleybus Ride,20.98 min,Average when primarily using Bus/Trolleybus,traffic
Overall,31.11 min,Average when primarily using Bus/Trolleybus,traffic
