0,1,table_caption,category
Distance,4.86 km,Average when primarily using Tram/Streetcar,traffic
Walking,4.80 min,Average when primarily using Tram/Streetcar,traffic
Waiting,3.20 min,Average when primarily using Tram/Streetcar,traffic
Tram/Streetcat Ride,18.80 min,Average when primarily using Tram/Streetcar,traffic
Train/Metro Ride,3.40 min,Average when primarily using Tram/Streetcar,traffic
Overall,30.20 min,Average when primarily using Tram/Streetcar,traffic
