0,1,table_caption,category
Distance,6.37 km,Average when primarily using Tram/Streetcar,traffic
Walking,7.12 min,Average when primarily using Tram/Streetcar,traffic
Waiting,4.04 min,Average when primarily using Tram/Streetcar,traffic
Bus/Trolleybus Ride,1.08 min,Average when primarily using Tram/Streetcar,traffic
Tram/Streetcat Ride,19.24 min,Average when primarily using Tram/Streetcar,traffic
Train/Metro Ride,1.92 min,Average when primarily using Tram/Streetcar,traffic
Overall,33.72 min,Average when primarily using Tram/Streetcar,traffic
