Category,Value,table_caption,category
Price to Income Ratio:,9.83,Property Investment Indices,property_investment
Mortgage as Percentage of Income:,?,Property Investment Indices,property_investment
Loan Affordability Index:,?,Property Investment Indices,property_investment
Price to Rent Ratio - City Centre:,15.94,Property Investment Indices,property_investment
Price to Rent Ratio - Outside of Centre:,11.55,Property Investment Indices,property_investment
Gross Rental Yield (City Centre):,6.27%,Property Investment Indices,property_investment
Gross Rental Yield (Outside of Centre):,8.66%,Property Investment Indices,property_investment
