0,1,table_caption,category
Working from Home,4.44%,Main Means of Transportation to Work or School,traffic
Walking,10.08%,Main Means of Transportation to Work or School,traffic
Car,27.42%,Main Means of Transportation to Work or School,traffic
Bicycle,7.26%,Main Means of Transportation to Work or School,traffic
Motorcycle,1.21%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,22.98%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,10.08%,Main Means of Transportation to Work or School,traffic
Train/Metro,16.53%,Main Means of Transportation to Work or School,traffic
