0,1,table_caption,category
Distance,8.58 km,Average when primarily using Bus/Trolleybus,traffic
Walking,7.07 min,Average when primarily using Bus/Trolleybus,traffic
Waiting,4.96 min,Average when primarily using Bus/Trolleybus,traffic
Bus/Trolleybus Ride,22.96 min,Average when primarily using Bus/Trolleybus,traffic
Train/Metro Ride,2.21 min,Average when primarily using Bus/Trolleybus,traffic
Overall,38.03 min,Average when primarily using Bus/Trolleybus,traffic
