0,1,table_caption,category
Working from Home,4.39%,Main Means of Transportation to Work or School,traffic
Walking,12.20%,Main Means of Transportation to Work or School,traffic
Car,42.93%,Main Means of Transportation to Work or School,traffic
Bicycle,1.95%,Main Means of Transportation to Work or School,traffic
Motorcycle,0.00%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,35.12%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,2.93%,Main Means of Transportation to Work or School,traffic
Train/Metro,0.49%,Main Means of Transportation to Work or School,traffic
