0,1,table_caption,category
Distance,16.00 km,Average when primarily using Train/Metro,traffic
Walking,10.00 min,Average when primarily using Train/Metro,traffic
Waiting,20.00 min,Average when primarily using Train/Metro,traffic
Bus/Trolleybus Ride,10.00 min,Average when primarily using Train/Metro,traffic
Train/Metro Ride,15.00 min,Average when primarily using Train/Metro,traffic
Overall,55.00 min,Average when primarily using Train/Metro,traffic
