0,1,table_caption,category
Distance,6.00 km,Average when primarily using Tram/Streetcar,traffic
Walking,10.00 min,Average when primarily using Tram/Streetcar,traffic
Waiting,10.00 min,Average when primarily using Tram/Streetcar,traffic
Tram/Streetcat Ride,15.00 min,Average when primarily using Tram/Streetcar,traffic
Overall,35.00 min,Average when primarily using Tram/Streetcar,traffic
