0,1,table_caption,category
Working from Home,4.30%,Main Means of Transportation to Work or School,traffic
Walking,13.98%,Main Means of Transportation to Work or School,traffic
Car,35.48%,Main Means of Transportation to Work or School,traffic
Bicycle,8.60%,Main Means of Transportation to Work or School,traffic
Motorcycle,4.30%,Main Means of Transportation to Work or School,traffic
Bus/Trolleybus,9.68%,Main Means of Transportation to Work or School,traffic
Tram/Streetcar,1.08%,Main Means of Transportation to Work or School,traffic
Train/Metro,22.58%,Main Means of Transportation to Work or School,traffic
