0,1,table_caption,category
Distance,3.09 km,Average when primarily using Walking,traffic
Walking,16.00 min,Average when primarily using Walking,traffic
Waiting,0.92 min,Average when primarily using Walking,traffic
Bicycle,0.77 min,Average when primarily using Walking,traffic
Train/Metro Ride,3.15 min,Average when primarily using Walking,traffic
Overall,20.85 min,Average when primarily using Walking,traffic
